TIMESTAMP,FORECAST
20131105 23:00,0.66854686
20131106 00:00,0.56456894
20131106 01:00,0.4485365
20131106 02:00,0.2655083
20131106 03:00,0.12555487
20131106 04:00,0.12508255
20131106 05:00,0.082086146
20131106 06:00,0.06564131
20131106 07:00,0.045986883
20131106 08:00,0.11130781
20131106 09:00,0.07587007
20131106 10:00,0.028488532
20131106 11:00,0.16449438
20131106 12:00,0.23260388
20131106 13:00,0.23961106
20131106 14:00,0.2497446
20131106 15:00,0.45569444
20131106 16:00,0.6514875
20131106 17:00,0.19510862
20131106 18:00,0.05248793
20131106 19:00,0.032134037
20131106 20:00,0.15455338
20131106 21:00,0.5935785
20131106 22:00,0.26385024
20131106 23:00,0.20786488
20131107 00:00,0.20587428
20131107 01:00,0.045788776
20131107 02:00,0.11009236
20131107 03:00,0.15617085
20131107 04:00,0.5381943
20131107 05:00,0.49809062
20131107 06:00,0.19026652
20131107 07:00,0.15719694
20131107 08:00,0.67569155
20131107 09:00,0.5399319
20131107 10:00,0.21768558
20131107 11:00,0.7841003
20131107 12:00,0.29518595
20131107 13:00,0.36789227
20131107 14:00,0.7911907
20131107 15:00,0.5764414
20131107 16:00,0.543312
20131107 17:00,0.9182301
20131107 18:00,0.4025007
20131107 19:00,0.6608248
20131107 20:00,0.56955767
20131107 21:00,0.7515277
20131107 22:00,0.904337
20131107 23:00,0.86517304
20131108 00:00,0.83252
20131108 01:00,0.73613364
20131108 02:00,0.7614667
20131108 03:00,0.37134373
20131108 04:00,0.74534625
20131108 05:00,0.8661832
20131108 06:00,0.9168543
20131108 07:00,0.85780275
20131108 08:00,0.8279614
20131108 09:00,0.7678544
20131108 10:00,0.6233376
20131108 11:00,0.5685129
20131108 12:00,0.34579483
20131108 13:00,0.50151455
20131108 14:00,0.26646832
20131108 15:00,0.51132923
20131108 16:00,0.39290395
20131108 17:00,0.41194916
20131108 18:00,0.44788697
20131108 19:00,0.31321183
20131108 20:00,0.43337455
20131108 21:00,0.45282185
20131108 22:00,0.28540903
20131108 23:00,0.08244658
20131109 00:00,0.13664886
20131109 01:00,0.34570286
20131109 02:00,0.18820891
20131109 03:00,0.17185837
20131109 04:00,0.19468565
20131109 05:00,0.30342013
20131109 06:00,0.2926407
20131109 07:00,0.44278327
20131109 08:00,0.53301316
20131109 09:00,0.46345973
20131109 10:00,0.6345462
20131109 11:00,0.39388674
20131109 12:00,0.50646013
20131109 13:00,0.5842552
20131109 14:00,0.62481016
20131109 15:00,0.5597314
20131109 16:00,0.53774256
20131109 17:00,0.43559104
20131109 18:00,0.48133147
20131109 19:00,0.60130554
20131109 20:00,0.55688334
20131109 21:00,0.53724384
20131109 22:00,0.5087073
20131109 23:00,0.44790232
20131110 00:00,0.757906
20131110 01:00,0.6053357
20131110 02:00,0.34957683
20131110 03:00,0.28095353
20131110 04:00,0.25983554
20131110 05:00,0.20406823
20131110 06:00,0.26876846
20131110 07:00,0.27378666
20131110 08:00,0.32080945
20131110 09:00,0.4370007
20131110 10:00,0.34568387
20131110 11:00,0.30947408
20131110 12:00,0.30425274
20131110 13:00,0.5382026
20131110 14:00,0.6983971
20131110 15:00,0.80930126
20131110 16:00,0.62999696
20131110 17:00,0.7151421
20131110 18:00,0.69058996
20131110 19:00,0.49598998
20131110 20:00,0.34457198
20131110 21:00,0.20429575
20131110 22:00,0.18556061
20131110 23:00,0.17102727
20131111 00:00,0.23521075
20131111 01:00,0.18097132
20131111 02:00,0.16095263
20131111 03:00,0.2533726
20131111 04:00,0.23762837
20131111 05:00,0.23275617
20131111 06:00,0.31679136
20131111 07:00,0.27441117
20131111 08:00,0.20861048
20131111 09:00,0.17442897
20131111 10:00,0.72410744
20131111 11:00,0.7229837
20131111 12:00,0.42050356
20131111 13:00,0.40853676
20131111 14:00,0.41621318
20131111 15:00,0.25456685
20131111 16:00,0.24554458
20131111 17:00,0.11873895
20131111 18:00,0.005123012
20131111 19:00,0.0488565
20131111 20:00,0.10018987
20131111 21:00,-0.0043077394
20131111 22:00,0.02170574
20131111 23:00,0.020383358
20131112 00:00,0.021396555
20131112 01:00,0.12044047
20131112 02:00,0.16686827
20131112 03:00,0.1239565
20131112 04:00,0.22053829
20131112 05:00,0.24373317
20131112 06:00,0.23255569
20131112 07:00,0.32833043
20131112 08:00,0.43179214
20131112 09:00,0.53916925
20131112 10:00,0.7373597
20131112 11:00,0.46595767
20131112 12:00,0.35620975
20131112 13:00,0.30130178
20131112 14:00,0.4777714
20131112 15:00,0.62538093
20131112 16:00,0.4456885
20131112 17:00,0.3365575
20131112 18:00,0.28060368
20131112 19:00,0.185504
20131112 20:00,0.12310245
20131112 21:00,0.10629997
20131112 22:00,0.022361457
20131112 23:00,0.012080327
20131113 00:00,0.016747922
20131113 01:00,0.020515852
20131113 02:00,0.023032464
20131113 03:00,0.02387365
20131113 04:00,0.022880934
20131113 05:00,0.020952798
20131113 06:00,0.024059504
20131113 07:00,0.06917661
20131113 08:00,0.19036813
20131113 09:00,0.38208282
20131113 10:00,0.54039276
20131113 11:00,0.27732438
20131113 12:00,0.3130921
20131113 13:00,0.50094074
20131113 14:00,0.52735364
20131113 15:00,0.2198903
20131113 16:00,0.24084708
20131113 17:00,0.20325491
20131113 18:00,0.07938592
20131113 19:00,0.18760845
20131113 20:00,0.27967128
20131113 21:00,0.5589577
20131113 22:00,0.569381
20131113 23:00,0.31398702
20131114 00:00,0.2880376
20131114 01:00,0.2343497
20131114 02:00,-4.696846e-05
20131114 03:00,0.016830951
20131114 04:00,0.038421374
20131114 05:00,0.40262938
20131114 06:00,0.54419947
20131114 07:00,0.57760376
20131114 08:00,0.3047219
20131114 09:00,0.31766137
20131114 10:00,0.14303914
20131114 11:00,0.050706323
20131114 12:00,0.25936508
20131114 13:00,0.36035332
20131114 14:00,0.30589184
20131114 15:00,0.30658194
20131114 16:00,0.31481245
20131114 17:00,0.4111079
20131114 18:00,0.27638897
20131114 19:00,0.32806143
20131114 20:00,0.23614317
20131114 21:00,0.30562544
20131114 22:00,0.4052348
20131114 23:00,0.31155804
20131115 00:00,0.31180063
20131115 01:00,0.19047356
20131115 02:00,0.18313184
20131115 03:00,0.21975374
20131115 04:00,0.46359777
20131115 05:00,0.33860058
20131115 06:00,0.2680739
20131115 07:00,0.08479319
20131115 08:00,-0.00018239021
20131115 09:00,0.056870896
20131115 10:00,0.48081243
20131115 11:00,0.22962433
20131115 12:00,0.25143296
20131115 13:00,0.36493766
20131115 14:00,0.5874226
20131115 15:00,0.7918472
20131115 16:00,0.7635471
20131115 17:00,0.9110512
20131115 18:00,0.8985415
20131115 19:00,0.88982767
20131115 20:00,0.89135987
20131115 21:00,0.8566235
20131115 22:00,0.80809134
20131115 23:00,0.70841295
20131116 00:00,0.72815883
20131116 01:00,0.529107
20131116 02:00,0.24241179
20131116 03:00,0.078953214
20131116 04:00,0.039015822
20131116 05:00,0.08185318
20131116 06:00,0.12657724
20131116 07:00,0.11838213
20131116 08:00,0.1867337
20131116 09:00,0.31322744
20131116 10:00,0.42910546
20131116 11:00,0.5273796
20131116 12:00,0.6761532
20131116 13:00,0.5009432
20131116 14:00,0.5456721
20131116 15:00,0.38013142
20131116 16:00,0.39270276
20131116 17:00,0.425299
20131116 18:00,0.35986975
20131116 19:00,0.31106046
20131116 20:00,0.319325
20131116 21:00,0.24696639
20131116 22:00,0.19056651
20131116 23:00,0.10949433
20131117 00:00,0.15944333
20131117 01:00,0.16648456
20131117 02:00,-0.0020886213
20131117 03:00,0.02848719
20131117 04:00,0.012588479
20131117 05:00,0.016926736
20131117 06:00,0.017512493
20131117 07:00,0.019871593
20131117 08:00,0.019953579
20131117 09:00,0.019430839
20131117 10:00,0.04111764
20131117 11:00,0.26935476
20131117 12:00,0.12955067
20131117 13:00,0.15730882
20131117 14:00,0.13374692
20131117 15:00,0.2106396
20131117 16:00,0.18070799
20131117 17:00,0.18580464
20131117 18:00,0.16116361
20131117 19:00,0.14450698
20131117 20:00,0.16032273
20131117 21:00,0.085705206
20131117 22:00,0.052536435
20131117 23:00,0.046573468
20131118 00:00,0.026206978
20131118 01:00,0.07548106
20131118 02:00,0.038462795
20131118 03:00,0.07291861
20131118 04:00,0.06550598
20131118 05:00,0.034277365
20131118 06:00,0.055246465
20131118 07:00,0.033595532
20131118 08:00,0.027431607
20131118 09:00,0.09667981
20131118 10:00,0.07152358
20131118 11:00,0.14717677
20131118 12:00,-0.000932917
20131118 13:00,0.01030232
20131118 14:00,0.006223336
20131118 15:00,0.006165631
20131118 16:00,0.056395195
20131118 17:00,0.25810385
20131118 18:00,0.30994993
20131118 19:00,0.08465955
20131118 20:00,0.051464558
20131118 21:00,0.2828957
20131118 22:00,0.42680284
20131118 23:00,0.38305414
20131119 00:00,0.35692054
20131119 01:00,0.34586564
20131119 02:00,0.47379643
20131119 03:00,0.43887955
20131119 04:00,0.17170246
20131119 05:00,0.05501273
20131119 06:00,0.09023739
20131119 07:00,0.08906905
20131119 08:00,0.16136336
20131119 09:00,0.10399638
20131119 10:00,0.07890101
20131119 11:00,0.0566186
20131119 12:00,0.12210696
20131119 13:00,0.5637787
20131119 14:00,0.7557561
20131119 15:00,0.86127573
20131119 16:00,0.7420241
20131119 17:00,0.876806
20131119 18:00,0.83869916
20131119 19:00,0.5366728
20131119 20:00,0.18746051
20131119 21:00,0.25183868
20131119 22:00,0.53482425
20131119 23:00,0.6758253
20131120 00:00,0.26482922
20131120 01:00,0.17449686
20131120 02:00,0.055694126
20131120 03:00,0.20506704
20131120 04:00,0.28650227
20131120 05:00,0.16094354
20131120 06:00,0.103265785
20131120 07:00,0.065612525
20131120 08:00,0.09457416
20131120 09:00,0.29221264
20131120 10:00,0.7708412
20131120 11:00,0.6691662
20131120 12:00,0.45334086
20131120 13:00,0.34376448
20131120 14:00,0.39407077
20131120 15:00,0.5380808
20131120 16:00,0.39316148
20131120 17:00,0.28917018
20131120 18:00,0.27164668
20131120 19:00,0.18501109
20131120 20:00,0.17283821
20131120 21:00,0.39778912
20131120 22:00,0.538406
20131120 23:00,0.2969967
20131121 00:00,0.31556028
20131121 01:00,0.10209295
20131121 02:00,0.0035632327
20131121 03:00,0.010471143
20131121 04:00,0.017048113
20131121 05:00,0.059301507
20131121 06:00,0.0935296
20131121 07:00,0.2675346
20131121 08:00,0.3679548
20131121 09:00,0.35547167
20131121 10:00,0.49166936
20131121 11:00,0.5578016
20131121 12:00,0.44748437
20131121 13:00,0.5711133
20131121 14:00,0.7479034
20131121 15:00,0.39821562
20131121 16:00,0.36165717
20131121 17:00,0.21546647
20131121 18:00,0.24668759
20131121 19:00,0.16122766
20131121 20:00,0.19359416
20131121 21:00,0.20193584
20131121 22:00,0.21219069
20131121 23:00,0.062381476
20131122 00:00,0.33012635
20131122 01:00,0.25358748
20131122 02:00,0.13839856
20131122 03:00,0.120211124
20131122 04:00,0.16008863
20131122 05:00,0.19850063
20131122 06:00,0.36791003
20131122 07:00,0.35591632
20131122 08:00,0.37877256
20131122 09:00,0.5095281
20131122 10:00,0.5581064
20131122 11:00,0.58418417
20131122 12:00,0.65872324
20131122 13:00,0.50207424
20131122 14:00,0.27270862
20131122 15:00,0.3918744
20131122 16:00,0.31142345
20131122 17:00,0.38268316
20131122 18:00,0.37368622
20131122 19:00,0.4171921
20131122 20:00,0.35081917
20131122 21:00,0.37602326
20131122 22:00,0.21361893
20131122 23:00,0.2099498
20131123 00:00,0.286685
20131123 01:00,0.1284004
20131123 02:00,0.24245101
20131123 03:00,0.13693048
20131123 04:00,0.13612182
20131123 05:00,0.14046767
20131123 06:00,0.06927557
20131123 07:00,0.10417594
20131123 08:00,0.17791823
20131123 09:00,0.40357912
20131123 10:00,0.28756943
20131123 11:00,0.48144427
20131123 12:00,0.46710908
20131123 13:00,0.7459089
20131123 14:00,0.5130112
20131123 15:00,0.47141364
20131123 16:00,0.57129526
20131123 17:00,0.48362598
20131123 18:00,0.31709576
20131123 19:00,0.3992282
20131123 20:00,0.49288628
20131123 21:00,0.4874088
20131123 22:00,0.5090383
20131123 23:00,0.29662693
20131124 00:00,0.22094786
20131124 01:00,0.029420018
20131124 02:00,0.014986768
20131124 03:00,0.015715092
20131124 04:00,0.020981885
20131124 05:00,0.02535396
20131124 06:00,0.04190804
20131124 07:00,0.030318603
20131124 08:00,0.029689457
20131124 09:00,0.031345937
20131124 10:00,0.07169156
20131124 11:00,0.25086772
20131124 12:00,0.19102854
20131124 13:00,0.23704764
20131124 14:00,0.3514793
20131124 15:00,0.33705565
20131124 16:00,0.22457644
20131124 17:00,0.27853316
20131124 18:00,0.31522742
20131124 19:00,0.31656155
20131124 20:00,0.24146345
20131124 21:00,0.3512955
20131124 22:00,0.42725876
20131124 23:00,0.21880871
20131125 00:00,0.15290397
20131125 01:00,0.17331871
20131125 02:00,0.03631778
20131125 03:00,-0.010249145
20131125 04:00,0.01813861
20131125 05:00,0.013511352
20131125 06:00,0.020348065
20131125 07:00,0.022126399
20131125 08:00,0.022188216
20131125 09:00,0.020819344
20131125 10:00,0.08000354
20131125 11:00,0.003374666
20131125 12:00,0.02881854
20131125 13:00,0.14601098
20131125 14:00,0.2988558
20131125 15:00,0.5440399
20131125 16:00,0.7826651
20131125 17:00,0.82684046
20131125 18:00,0.85181075
20131125 19:00,0.8949277
20131125 20:00,0.85021615
20131125 21:00,0.80605555
20131125 22:00,0.7312301
20131125 23:00,0.29756674
20131126 00:00,0.101124205
20131126 01:00,0.14574419
20131126 02:00,0.01397416
20131126 03:00,0.044739876
20131126 04:00,0.031703845
20131126 05:00,0.028346524
20131126 06:00,0.028970726
20131126 07:00,0.028242037
20131126 08:00,0.027279817
20131126 09:00,0.025484525
20131126 10:00,0.022325553
20131126 11:00,0.048675638
20131126 12:00,0.19524765
20131126 13:00,0.44822928
20131126 14:00,0.5149689
20131126 15:00,0.7290024
20131126 16:00,0.8653531
20131126 17:00,0.8172408
20131126 18:00,0.8906279
20131126 19:00,0.92501944
20131126 20:00,0.8803877
20131126 21:00,0.8552827
20131126 22:00,0.74515975
20131126 23:00,0.78928274
20131127 00:00,0.67435294
20131127 01:00,0.70153105
20131127 02:00,0.59251344
20131127 03:00,0.5433866
20131127 04:00,0.31876236
20131127 05:00,0.5204672
20131127 06:00,0.4581135
20131127 07:00,0.43706596
20131127 08:00,0.449203
20131127 09:00,0.4067211
20131127 10:00,0.2595972
20131127 11:00,0.12777908
20131127 12:00,0.5337999
20131127 13:00,0.31385425
20131127 14:00,0.3270218
20131127 15:00,0.3473274
20131127 16:00,0.098252915
20131127 17:00,-0.0042393133
20131127 18:00,0.02163867
20131127 19:00,0.00816714
20131127 20:00,0.0825569
20131127 21:00,0.08766082
20131127 22:00,-0.00549639
20131127 23:00,0.11700371
20131128 00:00,0.23943007
20131128 01:00,0.2869829
20131128 02:00,0.5039888
20131128 03:00,0.75173885
20131128 04:00,0.41200274
20131128 05:00,0.2019099
20131128 06:00,0.42871588
20131128 07:00,0.565735
20131128 08:00,0.5310041
20131128 09:00,0.44593292
20131128 10:00,0.2862354
20131128 11:00,0.1612493
20131128 12:00,0.16135383
20131128 13:00,0.13221195
20131128 14:00,0.3759076
20131128 15:00,0.76661843
20131128 16:00,0.61828893
20131128 17:00,0.9310129
20131128 18:00,0.93938464
20131128 19:00,0.92920136
20131128 20:00,0.93946856
20131128 21:00,0.9227976
20131128 22:00,0.93808085
20131128 23:00,0.92411673
20131129 00:00,0.8914928
20131129 01:00,0.8502955
20131129 02:00,0.834371
20131129 03:00,0.57544374
20131129 04:00,0.31136966
20131129 05:00,0.32143876
20131129 06:00,0.39592308
20131129 07:00,0.36328351
20131129 08:00,0.38399372
20131129 09:00,0.38900512
20131129 10:00,0.50717
20131129 11:00,0.63468
20131129 12:00,0.68147796
20131129 13:00,0.6674966
20131129 14:00,0.6927158
20131129 15:00,0.6040098
20131129 16:00,0.75353104
20131129 17:00,0.8587061
20131129 18:00,0.82668203
20131129 19:00,0.7795607
20131129 20:00,0.9353643
20131129 21:00,0.9344686
20131129 22:00,0.889163
20131129 23:00,0.90064406
20131130 00:00,0.9253934
20131130 01:00,0.8780885
20131130 02:00,0.8476542
20131130 03:00,0.865312
20131130 04:00,0.66009223
20131130 05:00,0.32734475
20131130 06:00,0.4320135
20131130 07:00,0.34899944
20131130 08:00,0.48144278
20131130 09:00,0.58940345
20131130 10:00,0.68678313
20131130 11:00,0.5431177
20131130 12:00,0.5187763
20131130 13:00,0.67928314
20131130 14:00,0.8782341
20131130 15:00,0.9483181
20131130 16:00,0.93183106
20131130 17:00,0.9445457
20131130 18:00,0.91928226
20131130 19:00,0.95152986
20131130 20:00,0.89792585
20131130 21:00,0.9453687
20131130 22:00,0.9123916
20131130 23:00,0.8865156
20131201 00:00,0.6718599
